,Magnet-sensor distance [cm],Bx[mT],By[mT],Bz[mT],Bx[LSB],By[LSB],Bz[LSB],Temperature[C],"Mode[MCM=0,ULOW_POWER=1,LOW_POWER=2,FAST=3]"
408,0,-55.05,-277.63,24.85,-1624,-8190,733,20.66,2
409,0,-55.05,-277.63,24.85,-1624,-8190,733,20.26,2
410,0,-54.88,-277.63,24.85,-1619,-8190,733,20.59,2
411,0,-54.95,-277.63,24.95,-1621,-8190,736,20.33,2
412,0,-54.98,-277.63,24.88,-1622,-8190,734,20.53,2
413,0,-54.95,-277.63,24.85,-1621,-8190,733,20.39,2
414,0,-54.88,-277.63,24.95,-1619,-8190,736,20.59,2
415,0,-54.92,-277.63,24.88,-1620,-8190,734,20.72,2
416,0,-54.92,-277.63,24.88,-1620,-8190,734,20.39,2
417,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
418,0,-54.98,-277.63,24.95,-1622,-8190,736,20.0,2
419,0,-55.08,-277.63,24.98,-1625,-8190,737,20.59,2
420,0,-55.02,-277.63,24.88,-1623,-8190,734,20.59,2
421,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
422,0,-54.95,-277.63,24.85,-1621,-8190,733,20.33,2
423,0,-55.02,-277.63,24.85,-1623,-8190,733,20.53,2
424,0,-54.88,-277.63,24.92,-1619,-8190,735,20.46,2
425,0,-54.88,-277.63,24.78,-1619,-8190,731,20.46,2
426,0,-54.98,-277.63,24.85,-1622,-8190,733,20.33,2
427,0,-55.02,-277.63,24.95,-1623,-8190,736,20.39,2
428,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
429,0,-55.05,-277.63,24.95,-1624,-8190,736,20.86,2
430,0,-54.88,-277.63,24.95,-1619,-8190,736,20.33,2
431,0,-54.92,-277.63,24.98,-1620,-8190,737,20.39,2
432,0,-54.98,-277.63,24.95,-1622,-8190,736,20.53,2
433,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
434,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
435,0,-54.98,-277.63,24.95,-1622,-8190,736,20.33,2
436,0,-55.05,-277.63,24.88,-1624,-8190,734,20.39,2
437,0,-55.02,-277.63,24.85,-1623,-8190,733,20.72,2
438,0,-55.08,-277.63,24.92,-1625,-8190,735,20.59,2
439,0,-54.95,-277.63,24.92,-1621,-8190,735,20.33,2
440,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
441,0,-54.95,-277.63,24.95,-1621,-8190,736,20.59,2
442,0,-54.98,-277.63,24.81,-1622,-8190,732,20.46,2
443,0,-54.92,-277.63,24.88,-1620,-8190,734,20.59,2
444,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
445,0,-54.98,-277.63,24.85,-1622,-8190,733,20.66,2
446,0,-55.08,-277.63,24.88,-1625,-8190,734,20.39,2
447,0,-54.92,-277.63,24.92,-1620,-8190,735,20.59,2
448,0,-54.88,-277.63,24.98,-1619,-8190,737,20.26,2
449,0,-55.08,-277.63,24.85,-1625,-8190,733,20.59,2
450,0,-54.95,-277.63,24.98,-1621,-8190,737,20.39,2
451,0,-54.88,-277.63,24.88,-1619,-8190,734,20.46,2
452,0,-54.98,-277.63,24.95,-1622,-8190,736,20.33,2
453,0,-54.88,-277.63,24.81,-1619,-8190,732,20.33,2
454,0,-54.81,-277.63,24.92,-1617,-8190,735,20.39,2
455,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
456,0,-55.08,-277.63,24.98,-1625,-8190,737,20.39,2
457,0,-55.02,-277.63,24.88,-1623,-8190,734,20.39,2
458,0,-54.85,-277.63,24.95,-1618,-8190,736,20.33,2
459,0,-55.02,-277.63,24.85,-1623,-8190,733,20.39,2
460,0,-55.08,-277.63,24.88,-1625,-8190,734,20.33,2
461,0,-54.81,-277.63,24.85,-1617,-8190,733,20.53,2
462,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
463,0,-54.85,-277.63,24.78,-1618,-8190,731,20.59,2
464,0,-54.98,-277.63,24.92,-1622,-8190,735,20.13,2
465,0,-54.78,-277.63,24.92,-1616,-8190,735,20.53,2
466,0,-54.98,-277.63,24.88,-1622,-8190,734,20.59,2
467,0,-55.05,-277.63,24.92,-1624,-8190,735,20.59,2
468,0,-54.92,-277.63,24.81,-1620,-8190,732,20.59,2
469,0,-54.78,-277.63,24.88,-1616,-8190,734,20.53,2
470,0,-55.02,-277.63,24.92,-1623,-8190,735,20.59,2
471,0,-54.92,-277.63,24.92,-1620,-8190,735,20.59,2
472,0,-54.78,-277.63,24.88,-1616,-8190,734,20.26,2
473,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
474,0,-54.95,-277.63,24.88,-1621,-8190,734,20.79,2
475,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
476,0,-54.78,-277.63,24.92,-1616,-8190,735,20.13,2
477,0,-55.02,-277.63,24.88,-1623,-8190,734,20.33,2
478,0,-54.81,-277.63,24.98,-1617,-8190,737,20.33,2
479,0,-55.02,-277.63,24.88,-1623,-8190,734,20.53,2
480,0,-55.02,-277.63,24.92,-1623,-8190,735,20.46,2
481,0,-55.02,-277.63,24.75,-1623,-8190,730,20.26,2
482,0,-54.85,-277.63,24.92,-1618,-8190,735,20.39,2
483,0,-54.92,-277.63,24.81,-1620,-8190,732,20.46,2
484,0,-54.92,-277.63,24.92,-1620,-8190,735,20.59,2
485,0,-54.95,-277.63,24.88,-1621,-8190,734,20.59,2
486,0,-54.88,-277.63,24.88,-1619,-8190,734,20.59,2
487,0,-54.95,-277.63,24.85,-1621,-8190,733,20.39,2
488,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
489,0,-54.98,-277.63,24.95,-1622,-8190,736,20.33,2
490,0,-54.95,-277.63,24.92,-1621,-8190,735,20.59,2
491,0,-55.08,-277.63,24.92,-1625,-8190,735,20.46,2
492,0,-54.81,-277.63,24.95,-1617,-8190,736,20.39,2
493,0,-54.92,-277.63,24.88,-1620,-8190,734,20.46,2
494,0,-55.02,-277.63,24.92,-1623,-8190,735,20.26,2
495,0,-54.85,-277.63,24.85,-1618,-8190,733,20.46,2
496,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
497,0,-54.92,-277.63,24.88,-1620,-8190,734,20.53,2
498,0,-54.85,-277.63,24.88,-1618,-8190,734,20.33,2
499,0,-54.95,-277.63,24.92,-1621,-8190,735,20.13,2
500,0,-55.05,-277.63,24.95,-1624,-8190,736,20.26,2
501,0,-54.98,-277.63,24.81,-1622,-8190,732,20.26,2
502,0,-54.92,-277.63,24.85,-1620,-8190,733,20.39,2
503,0,-54.98,-277.63,24.88,-1622,-8190,734,20.33,2
504,0,-54.85,-277.63,24.95,-1618,-8190,736,20.72,2
505,0,-54.81,-277.63,24.88,-1617,-8190,734,20.26,2
506,0,-54.95,-277.63,24.85,-1621,-8190,733,20.33,2
507,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
508,0,-54.88,-277.63,24.98,-1619,-8190,737,20.33,2
509,0,-54.98,-277.63,24.85,-1622,-8190,733,20.53,2
510,0,-54.92,-277.63,24.85,-1620,-8190,733,20.53,2
511,0,-54.98,-277.63,24.95,-1622,-8190,736,20.46,2
512,0,-54.92,-277.63,24.95,-1620,-8190,736,20.33,2
513,0,-54.88,-277.63,24.88,-1619,-8190,734,20.33,2
514,0,-54.98,-277.63,24.81,-1622,-8190,732,20.46,2
515,0,-55.02,-277.63,24.88,-1623,-8190,734,20.46,2
516,0,-55.05,-277.63,24.95,-1624,-8190,736,20.2,2
517,0,-54.78,-277.63,24.92,-1616,-8190,735,20.53,2
518,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
519,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
520,0,-54.88,-277.63,24.85,-1619,-8190,733,20.66,2
521,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
522,0,-54.95,-277.63,24.95,-1621,-8190,736,20.26,2
523,0,-55.02,-277.63,24.88,-1623,-8190,734,20.39,2
524,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
525,0,-54.78,-277.63,24.98,-1616,-8190,737,20.53,2
526,0,-54.95,-277.63,24.95,-1621,-8190,736,20.33,2
527,0,-54.92,-277.63,24.88,-1620,-8190,734,20.26,2
528,0,-54.88,-277.63,24.95,-1619,-8190,736,20.39,2
529,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
530,0,-54.92,-277.63,24.92,-1620,-8190,735,20.13,2
531,0,-54.78,-277.63,24.95,-1616,-8190,736,20.33,2
532,0,-54.88,-277.63,24.98,-1619,-8190,737,20.26,2
533,0,-54.92,-277.63,24.92,-1620,-8190,735,20.79,2
534,0,-54.85,-277.63,24.85,-1618,-8190,733,20.26,2
535,0,-54.85,-277.63,24.95,-1618,-8190,736,20.53,2
536,0,-54.88,-277.63,24.85,-1619,-8190,733,20.59,2
537,0,-54.95,-277.63,24.95,-1621,-8190,736,20.13,2
538,0,-54.92,-277.63,24.95,-1620,-8190,736,20.46,2
539,0,-54.95,-277.63,24.81,-1621,-8190,732,20.66,2
540,0,-54.88,-277.63,24.88,-1619,-8190,734,20.59,2
541,0,-54.92,-277.63,24.98,-1620,-8190,737,20.2,2
542,0,-54.88,-277.63,24.78,-1619,-8190,731,20.33,2
543,0,-55.02,-277.63,24.85,-1623,-8190,733,20.66,2
544,0,-54.95,-277.63,24.95,-1621,-8190,736,20.39,2
545,0,-54.95,-277.63,25.02,-1621,-8190,738,20.46,2
546,0,-54.92,-277.63,24.95,-1620,-8190,736,20.26,2
547,0,-54.98,-277.63,24.92,-1622,-8190,735,20.33,2
548,0,-54.85,-277.63,24.92,-1618,-8190,735,20.33,2
549,0,-54.88,-277.63,24.88,-1619,-8190,734,20.53,2
550,0,-54.92,-277.63,24.88,-1620,-8190,734,20.53,2
551,0,-54.88,-277.63,24.95,-1619,-8190,736,20.39,2
552,0,-54.92,-277.63,24.98,-1620,-8190,737,20.13,2
553,0,-54.88,-277.63,24.92,-1619,-8190,735,20.26,2
554,0,-54.92,-277.63,24.95,-1620,-8190,736,20.39,2
555,0,-55.02,-277.63,24.98,-1623,-8190,737,20.39,2
556,0,-54.88,-277.63,24.95,-1619,-8190,736,20.46,2
557,0,-55.05,-277.63,24.98,-1624,-8190,737,20.26,2
558,0,-54.95,-277.63,24.85,-1621,-8190,733,20.39,2
559,0,-54.85,-277.63,24.85,-1618,-8190,733,20.13,2
560,0,-54.92,-277.63,24.95,-1620,-8190,736,20.26,2
561,0,-54.92,-277.63,24.88,-1620,-8190,734,20.13,2
562,0,-55.05,-277.63,24.92,-1624,-8190,735,20.39,2
563,0,-54.81,-277.63,24.88,-1617,-8190,734,20.39,2
564,0,-54.92,-277.63,24.95,-1620,-8190,736,20.46,2
565,0,-54.85,-277.63,24.95,-1618,-8190,736,20.33,2
566,0,-55.02,-277.63,24.92,-1623,-8190,735,20.39,2
567,0,-55.05,-277.63,25.02,-1624,-8190,738,20.39,2
568,0,-54.98,-277.63,24.95,-1622,-8190,736,20.66,2
569,0,-54.98,-277.63,24.85,-1622,-8190,733,20.26,2
570,0,-54.92,-277.63,24.88,-1620,-8190,734,20.39,2
571,0,-55.05,-277.63,24.88,-1624,-8190,734,20.33,2
572,0,-54.85,-277.63,24.85,-1618,-8190,733,20.53,2
573,0,-54.85,-277.63,24.88,-1618,-8190,734,20.59,2
574,0,-55.02,-277.63,24.85,-1623,-8190,733,20.39,2
575,0,-54.88,-277.63,24.88,-1619,-8190,734,20.2,2
576,0,-54.88,-277.63,24.88,-1619,-8190,734,20.53,2
577,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
578,0,-54.98,-277.63,24.98,-1622,-8190,737,20.46,2
579,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
580,0,-54.95,-277.63,24.85,-1621,-8190,733,20.46,2
581,0,-55.12,-277.63,24.85,-1626,-8190,733,20.39,2
582,0,-54.95,-277.63,24.85,-1621,-8190,733,20.46,2
583,0,-54.88,-277.63,24.88,-1619,-8190,734,20.46,2
584,0,-54.81,-277.63,24.88,-1617,-8190,734,20.46,2
585,0,-55.05,-277.63,24.85,-1624,-8190,733,20.46,2
586,0,-54.98,-277.63,24.95,-1622,-8190,736,20.59,2
587,0,-55.05,-277.63,24.85,-1624,-8190,733,20.33,2
588,0,-54.98,-277.63,24.95,-1622,-8190,736,20.53,2
589,0,-54.92,-277.63,24.88,-1620,-8190,734,20.26,2
590,0,-54.85,-277.63,24.95,-1618,-8190,736,20.53,2
591,0,-55.02,-277.63,24.81,-1623,-8190,732,20.39,2
592,0,-54.95,-277.63,24.92,-1621,-8190,735,20.46,2
593,0,-54.98,-277.63,25.05,-1622,-8190,739,20.53,2
594,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
595,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
596,0,-54.92,-277.63,24.85,-1620,-8190,733,20.39,2
597,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
598,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
599,0,-54.92,-277.63,24.85,-1620,-8190,733,20.46,2
600,0,-54.95,-277.63,24.92,-1621,-8190,735,20.2,2
601,0,-55.02,-277.63,24.85,-1623,-8190,733,20.39,2
602,0,-55.02,-277.63,24.88,-1623,-8190,734,20.46,2
603,0,-54.92,-277.63,24.92,-1620,-8190,735,20.53,2
604,0,-54.98,-277.63,24.88,-1622,-8190,734,20.26,2
605,0,-54.95,-277.63,24.85,-1621,-8190,733,20.59,2
606,0,-54.88,-277.63,24.85,-1619,-8190,733,20.53,2
607,0,-54.85,-277.63,24.95,-1618,-8190,736,20.33,2
608,0,-55.05,-277.63,24.95,-1624,-8190,736,20.46,2
609,0,-55.12,-277.63,24.92,-1626,-8190,735,20.39,2
610,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
611,0,-54.85,-277.63,24.92,-1618,-8190,735,20.46,2
612,0,-55.02,-277.63,24.92,-1623,-8190,735,20.26,2
613,0,-55.02,-277.63,24.88,-1623,-8190,734,20.53,2
614,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
615,0,-54.78,-277.63,24.85,-1616,-8190,733,20.33,2
616,0,-54.92,-277.63,24.88,-1620,-8190,734,20.2,2
617,0,-54.92,-277.63,24.92,-1620,-8190,735,20.39,2
618,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
619,0,-54.92,-277.63,24.88,-1620,-8190,734,20.53,2
620,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
621,0,-55.02,-277.63,24.92,-1623,-8190,735,20.33,2
622,0,-54.81,-277.63,24.85,-1617,-8190,733,20.59,2
623,0,-54.88,-277.63,24.95,-1619,-8190,736,20.46,2
624,0,-55.05,-277.63,24.92,-1624,-8190,735,20.26,2
625,0,-55.02,-277.63,24.95,-1623,-8190,736,20.39,2
626,0,-54.95,-277.63,24.85,-1621,-8190,733,20.53,2
627,0,-54.98,-277.63,24.88,-1622,-8190,734,20.39,2
628,0,-54.95,-277.63,24.92,-1621,-8190,735,20.33,2
629,0,-54.95,-277.63,24.85,-1621,-8190,733,20.33,2
630,0,-54.95,-277.63,24.95,-1621,-8190,736,20.26,2
631,0,-54.98,-277.63,24.85,-1622,-8190,733,20.39,2
632,0,-54.78,-277.63,24.81,-1616,-8190,732,20.53,2
633,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
634,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
635,0,-54.92,-277.63,24.88,-1620,-8190,734,20.46,2
636,0,-54.95,-277.63,24.85,-1621,-8190,733,20.72,2
637,0,-55.02,-277.63,24.95,-1623,-8190,736,20.07,2
638,0,-54.88,-277.63,24.92,-1619,-8190,735,20.33,2
639,0,-55.02,-277.63,24.95,-1623,-8190,736,20.33,2
640,0,-54.95,-277.63,24.95,-1621,-8190,736,20.39,2
641,0,-55.02,-277.63,24.78,-1623,-8190,731,20.26,2
642,0,-54.85,-277.63,24.98,-1618,-8190,737,20.46,2
643,0,-54.81,-277.63,24.95,-1617,-8190,736,20.39,2
644,0,-54.95,-277.63,24.92,-1621,-8190,735,20.39,2
645,0,-54.95,-277.63,24.78,-1621,-8190,731,20.46,2
646,0,-54.92,-277.63,24.98,-1620,-8190,737,20.26,2
647,0,-54.95,-277.63,24.92,-1621,-8190,735,20.13,2
648,0,-54.92,-277.63,24.88,-1620,-8190,734,20.66,2
649,0,-54.85,-277.63,24.95,-1618,-8190,736,20.26,2
650,0,-54.95,-277.63,24.85,-1621,-8190,733,20.59,2
651,0,-54.85,-277.63,24.95,-1618,-8190,736,20.46,2
652,0,-54.98,-277.63,24.95,-1622,-8190,736,20.53,2
653,0,-54.85,-277.63,24.95,-1618,-8190,736,20.46,2
654,0,-55.02,-277.63,24.95,-1623,-8190,736,20.33,2
655,0,-55.08,-277.63,24.88,-1625,-8190,734,20.53,2
656,0,-54.98,-277.63,24.92,-1622,-8190,735,20.33,2
657,0,-54.95,-277.63,24.92,-1621,-8190,735,20.39,2
658,0,-54.88,-277.63,24.88,-1619,-8190,734,20.39,2
659,0,-55.05,-277.63,24.88,-1624,-8190,734,20.46,2
660,0,-54.95,-277.63,24.85,-1621,-8190,733,20.07,2
661,0,-54.85,-277.63,24.85,-1618,-8190,733,20.59,2
662,0,-55.05,-277.63,24.92,-1624,-8190,735,20.66,2
663,0,-55.02,-277.63,24.85,-1623,-8190,733,20.59,2
664,0,-55.02,-277.63,24.88,-1623,-8190,734,20.33,2
665,0,-54.95,-277.63,24.92,-1621,-8190,735,20.53,2
666,0,-55.08,-277.63,24.88,-1625,-8190,734,20.59,2
667,0,-54.88,-277.63,24.95,-1619,-8190,736,20.53,2
668,0,-54.81,-277.63,24.92,-1617,-8190,735,20.33,2
669,0,-54.88,-277.63,24.92,-1619,-8190,735,20.39,2
670,0,-55.05,-277.63,24.88,-1624,-8190,734,20.26,2
671,0,-54.95,-277.63,24.98,-1621,-8190,737,20.33,2
672,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
673,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
674,0,-54.98,-277.63,24.92,-1622,-8190,735,20.59,2
675,0,-54.88,-277.63,24.98,-1619,-8190,737,20.39,2
676,0,-55.02,-277.63,24.88,-1623,-8190,734,20.26,2
677,0,-54.92,-277.63,24.88,-1620,-8190,734,20.46,2
678,0,-55.12,-277.63,24.81,-1626,-8190,732,20.33,2
679,0,-54.95,-277.63,24.95,-1621,-8190,736,20.92,2
680,0,-54.92,-277.63,24.81,-1620,-8190,732,20.13,2
681,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
682,0,-54.85,-277.63,24.95,-1618,-8190,736,20.46,2
683,0,-54.98,-277.63,24.95,-1622,-8190,736,20.2,2
684,0,-54.95,-277.63,24.95,-1621,-8190,736,20.07,2
685,0,-55.02,-277.63,24.98,-1623,-8190,737,20.53,2
686,0,-55.05,-277.63,24.92,-1624,-8190,735,20.33,2
687,0,-54.92,-277.63,24.85,-1620,-8190,733,20.46,2
688,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
689,0,-55.05,-277.63,25.02,-1624,-8190,738,20.53,2
690,0,-54.85,-277.63,24.95,-1618,-8190,736,20.53,2
691,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
692,0,-54.88,-277.63,24.88,-1619,-8190,734,20.39,2
693,0,-55.08,-277.63,24.85,-1625,-8190,733,20.66,2
694,0,-54.88,-277.63,24.95,-1619,-8190,736,20.53,2
695,0,-54.92,-277.63,24.92,-1620,-8190,735,20.13,2
696,0,-54.95,-277.63,24.95,-1621,-8190,736,20.26,2
697,0,-55.02,-277.63,24.85,-1623,-8190,733,20.2,2
698,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
699,0,-55.05,-277.63,24.92,-1624,-8190,735,20.46,2
700,0,-55.02,-277.63,24.88,-1623,-8190,734,20.66,2
701,0,-55.02,-277.63,24.95,-1623,-8190,736,20.39,2
702,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
703,0,-54.95,-277.63,24.95,-1621,-8190,736,20.46,2
704,0,-54.92,-277.63,24.92,-1620,-8190,735,20.59,2
705,0,-54.92,-277.63,24.85,-1620,-8190,733,20.26,2
706,0,-54.88,-277.63,24.95,-1619,-8190,736,20.53,2
707,0,-54.95,-277.63,24.88,-1621,-8190,734,20.46,2
708,0,-54.92,-277.63,24.98,-1620,-8190,737,20.72,2
709,0,-54.95,-277.63,24.95,-1621,-8190,736,20.59,2
710,0,-54.88,-277.63,24.95,-1619,-8190,736,20.26,2
711,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
712,0,-54.81,-277.63,24.92,-1617,-8190,735,20.46,2
713,0,-55.02,-277.63,24.85,-1623,-8190,733,20.53,2
714,0,-54.95,-277.63,24.88,-1621,-8190,734,20.33,2
715,0,-55.02,-277.63,25.02,-1623,-8190,738,20.13,2
716,0,-54.85,-277.63,24.95,-1618,-8190,736,20.33,2
717,0,-54.92,-277.63,24.95,-1620,-8190,736,20.53,2
718,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
719,0,-54.88,-277.63,24.88,-1619,-8190,734,20.46,2
720,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
721,0,-55.02,-277.63,24.85,-1623,-8190,733,20.66,2
722,0,-54.75,-277.63,24.95,-1615,-8190,736,20.59,2
723,0,-55.05,-277.63,24.92,-1624,-8190,735,20.33,2
724,0,-54.71,-277.63,24.88,-1614,-8190,734,20.59,2
725,0,-54.92,-277.63,24.95,-1620,-8190,736,20.59,2
726,0,-54.85,-277.63,24.88,-1618,-8190,734,20.26,2
727,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
728,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
729,0,-55.05,-277.63,24.85,-1624,-8190,733,20.33,2
730,0,-54.98,-277.63,24.95,-1622,-8190,736,20.59,2
731,0,-54.92,-277.63,24.95,-1620,-8190,736,20.33,2
732,0,-54.88,-277.63,24.88,-1619,-8190,734,20.66,2
733,0,-54.98,-277.63,24.92,-1622,-8190,735,20.46,2
734,0,-54.81,-277.63,24.85,-1617,-8190,733,20.46,2
735,0,-54.85,-277.63,24.85,-1618,-8190,733,20.53,2
736,0,-54.95,-277.63,24.98,-1621,-8190,737,20.53,2
737,0,-55.02,-277.63,24.81,-1623,-8190,732,20.2,2
738,0,-55.02,-277.63,24.98,-1623,-8190,737,20.59,2
739,0,-54.98,-277.63,24.85,-1622,-8190,733,20.33,2
740,0,-55.02,-277.63,24.88,-1623,-8190,734,20.33,2
741,0,-55.08,-277.63,24.92,-1625,-8190,735,20.53,2
742,0,-54.95,-277.63,24.92,-1621,-8190,735,20.26,2
743,0,-54.98,-277.63,24.85,-1622,-8190,733,20.33,2
744,0,-54.98,-277.63,24.92,-1622,-8190,735,20.33,2
745,0,-55.02,-277.63,24.92,-1623,-8190,735,20.39,2
746,0,-55.15,-277.63,24.92,-1627,-8190,735,20.46,2
747,0,-55.02,-277.63,24.98,-1623,-8190,737,20.66,2
748,0,-55.02,-277.63,24.98,-1623,-8190,737,20.33,2
749,0,-54.95,-277.63,24.88,-1621,-8190,734,20.39,2
750,0,-55.05,-277.63,24.88,-1624,-8190,734,20.46,2
751,0,-54.88,-277.63,24.92,-1619,-8190,735,20.33,2
752,0,-55.02,-277.63,24.95,-1623,-8190,736,20.53,2
753,0,-54.78,-277.63,24.85,-1616,-8190,733,20.53,2
754,0,-54.98,-277.63,24.95,-1622,-8190,736,20.39,2
755,0,-54.92,-277.63,24.88,-1620,-8190,734,20.26,2
756,0,-54.88,-277.63,24.88,-1619,-8190,734,20.53,2
757,0,-54.85,-277.63,24.88,-1618,-8190,734,20.53,2
758,0,-55.12,-277.63,24.88,-1626,-8190,734,20.53,2
759,0,-55.08,-277.63,24.88,-1625,-8190,734,20.33,2
760,0,-54.85,-277.63,24.88,-1618,-8190,734,20.39,2
761,0,-55.08,-277.63,24.95,-1625,-8190,736,20.33,2
762,0,-54.92,-277.63,24.85,-1620,-8190,733,20.33,2
763,0,-54.95,-277.63,24.92,-1621,-8190,735,20.46,2
764,0,-55.08,-277.63,24.85,-1625,-8190,733,20.59,2
765,0,-54.92,-277.63,24.85,-1620,-8190,733,20.33,2
766,0,-54.98,-277.63,24.85,-1622,-8190,733,20.46,2
767,0,-54.85,-277.63,24.95,-1618,-8190,736,20.33,2
768,0,-54.95,-277.63,24.95,-1621,-8190,736,20.53,2
769,0,-54.92,-277.63,24.88,-1620,-8190,734,20.39,2
770,0,-54.92,-277.63,24.98,-1620,-8190,737,20.53,2
771,0,-54.98,-277.63,24.85,-1622,-8190,733,20.2,2
772,0,-55.08,-277.63,24.88,-1625,-8190,734,20.39,2
773,0,-55.05,-277.63,24.85,-1624,-8190,733,20.39,2
774,0,-54.88,-277.63,24.88,-1619,-8190,734,20.39,2
775,0,-54.92,-277.63,24.95,-1620,-8190,736,20.26,2
776,0,-54.95,-277.63,24.88,-1621,-8190,734,20.53,2
777,0,-54.98,-277.63,24.88,-1622,-8190,734,20.13,2
778,0,-54.88,-277.63,24.85,-1619,-8190,733,20.46,2
779,0,-55.02,-277.63,24.95,-1623,-8190,736,20.39,2
780,0,-55.02,-277.63,24.92,-1623,-8190,735,20.33,2
781,0,-54.95,-277.63,24.85,-1621,-8190,733,20.33,2
782,0,-55.05,-277.63,24.88,-1624,-8190,734,20.46,2
783,0,-54.98,-277.63,24.98,-1622,-8190,737,20.46,2
784,0,-54.75,-277.63,24.88,-1615,-8190,734,20.53,2
785,0,-54.81,-277.63,24.88,-1617,-8190,734,20.39,2
786,0,-54.92,-277.63,24.85,-1620,-8190,733,20.33,2
787,0,-54.92,-277.63,24.88,-1620,-8190,734,20.33,2
788,0,-54.95,-277.63,24.98,-1621,-8190,737,20.46,2
789,0,-55.02,-277.63,24.88,-1623,-8190,734,20.39,2
790,0,-54.92,-277.63,24.98,-1620,-8190,737,20.33,2
791,0,-54.85,-277.63,24.98,-1618,-8190,737,20.33,2
792,0,-54.98,-277.63,24.95,-1622,-8190,736,20.59,2
793,0,-54.98,-277.63,24.92,-1622,-8190,735,20.46,2
794,0,-54.85,-277.63,24.92,-1618,-8190,735,20.33,2
795,0,-55.05,-277.63,24.95,-1624,-8190,736,20.2,2
796,0,-54.78,-277.63,24.88,-1616,-8190,734,20.39,2
797,0,-54.92,-277.63,24.78,-1620,-8190,731,20.26,2
798,0,-54.85,-277.63,24.81,-1618,-8190,732,20.39,2
799,0,-54.92,-277.63,24.95,-1620,-8190,736,20.53,2
800,0,-54.95,-277.63,24.95,-1621,-8190,736,20.86,2
801,0,-55.05,-277.63,24.92,-1624,-8190,735,20.53,2
802,0,-54.95,-277.63,24.95,-1621,-8190,736,20.39,2
803,0,-54.88,-277.63,24.98,-1619,-8190,737,20.39,2
804,0,-54.95,-277.63,24.85,-1621,-8190,733,20.39,2
805,0,-54.85,-277.63,25.05,-1618,-8190,739,20.53,2
806,0,-54.85,-277.63,24.85,-1618,-8190,733,20.46,2
807,0,-54.92,-277.63,24.92,-1620,-8190,735,20.26,2
808,0,-54.88,-277.63,24.85,-1619,-8190,733,20.39,2
809,0,-54.95,-277.63,24.88,-1621,-8190,734,20.26,2
810,0,-55.08,-277.63,24.95,-1625,-8190,736,20.46,2
811,0,-54.92,-277.63,24.88,-1620,-8190,734,20.53,2
812,0,-55.02,-277.63,24.95,-1623,-8190,736,20.59,2
813,0,-54.98,-277.63,24.88,-1622,-8190,734,20.46,2
814,0,-54.88,-277.63,24.88,-1619,-8190,734,20.39,2
815,0,-55.02,-277.63,24.95,-1623,-8190,736,20.39,2
